,date,USD/INR exchange rate,Federal funds rate,Ethanol Futures CLOSE,CBOE Volatility Index (VIX) CLOSE,India Inflation data Core CPI,USD / Brazilian Real Rate,ICEUS Sugar #11 CLOSE
1073,2023-03-03,81.71,4.57,2.21,18.49,6.52,5.2,20.92
1074,2023-03-04,81.71,4.57,2.21,18.49,6.52,5.2,20.92
1075,2023-03-05,81.71,4.57,2.21,18.49,6.52,5.2,20.92
1076,2023-03-06,81.85,4.57,2.21,18.61,6.52,5.15,20.87
1077,2023-03-07,82.08,4.57,2.19,19.59,6.52,5.19,21.02
1078,2023-03-08,81.96,4.57,2.18,19.11,6.52,5.15,20.88
1079,2023-03-09,82.02,4.57,2.17,22.61,6.52,5.17,21.15
1080,2023-03-10,82.02,4.57,2.19,24.8,6.52,5.22,21.16
1081,2023-03-11,82.02,4.57,2.19,24.8,6.52,5.22,21.16
1082,2023-03-12,82.02,4.57,2.19,24.8,6.52,5.22,21.16
1083,2023-03-13,82.42,4.57,2.185,26.52,6.52,5.25,20.8
1084,2023-03-14,82.31,4.57,2.19,23.73,6.44,5.25,20.68
1085,2023-03-15,82.72,4.57,2.19,26.14,6.44,5.29,20.5
1086,2023-03-16,82.62,4.58,2.22,22.99,6.44,5.23,20.76
1087,2023-03-17,82.53,4.58,2.25,25.51,6.44,5.28,20.67
1088,2023-03-18,82.53,4.58,2.25,25.51,6.44,5.28,20.67
1089,2023-03-19,82.53,4.58,2.25,25.51,6.44,5.28,20.67
1090,2023-03-20,82.55,4.58,2.25,24.15,6.44,5.24,20.48
1091,2023-03-21,82.68,4.58,2.27,21.38,6.44,5.24,20.48
1092,2023-03-22,82.51,4.58,2.31,22.26,6.44,5.24,20.48
1093,2023-03-23,82.33,4.58,2.29,22.61,6.44,5.3,20.89
1094,2023-03-24,82.35,4.83,2.32,21.74,6.44,5.25,20.89
1095,2023-03-25,82.35,4.83,2.32,21.74,6.44,5.25,20.89
1096,2023-03-26,82.35,4.83,2.32,21.74,6.44,5.25,20.89
1097,2023-03-27,82.35,4.83,2.37,20.6,6.44,5.2,20.89
1098,2023-03-28,82.16,4.83,2.36,19.97,6.44,5.17,20.89
1099,2023-03-29,82.24,4.83,2.37,19.12,6.44,5.14,21.25
1100,2023-03-30,82.1,4.83,2.34,19.02,6.44,5.09,21.25
1101,2023-03-31,82.18,4.83,2.42,18.7,6.44,5.06,21.25
1102,2023-04-01,82.18,4.83,2.42,18.7,6.44,5.06,21.25
1103,2023-04-02,82.18,4.83,2.42,18.7,6.44,5.06,21.25
1104,2023-04-03,82.14,4.83,2.44,18.55,6.44,5.06,22.4
1105,2023-04-04,82.12,4.83,2.46,19.0,6.44,5.07,22.47
1106,2023-04-05,81.95,4.83,2.45,19.08,6.44,5.03,22.47
1107,2023-04-06,81.83,4.83,2.44,18.4,6.44,5.06,23.61
1108,2023-04-07,81.88,4.83,2.44,18.4,6.44,5.06,23.61
1109,2023-04-08,81.88,4.83,2.44,18.4,6.44,5.06,23.61
1110,2023-04-09,81.88,4.83,2.44,18.4,6.44,5.06,23.61
1111,2023-04-10,81.98,4.83,2.46,18.97,6.44,5.07,23.56
1112,2023-04-11,82.07,4.83,2.45,19.1,6.44,5.01,23.56
1113,2023-04-12,81.96,4.83,2.44,19.09,6.44,4.92,24.05
1114,2023-04-13,81.68,4.83,2.44,17.8,6.44,4.93,24.04
1115,2023-04-14,81.55,4.83,2.46,17.07,6.44,4.91,24.1
1116,2023-04-15,81.55,4.83,2.46,17.07,6.44,4.91,24.1
1117,2023-04-16,81.55,4.83,2.46,17.07,6.44,4.91,24.1
1118,2023-04-17,82.0,4.83,2.45,16.95,5.66,4.94,24.44
1119,2023-04-18,82.11,4.83,2.43,16.83,5.66,4.99,24.54
1120,2023-04-19,82.33,4.83,2.42,16.45,5.66,5.08,24.37
1121,2023-04-20,82.14,4.83,2.42,17.17,5.66,5.05,25.25
1122,2023-04-21,82.04,4.83,2.4,16.77,5.66,5.05,24.83
1123,2023-04-22,82.04,4.83,2.4,16.77,5.66,5.05,24.83
1124,2023-04-23,82.04,4.83,2.4,16.77,5.66,5.05,24.83
1125,2023-04-24,81.85,4.83,2.39,16.89,5.66,5.03,25.91
1126,2023-04-25,82.0,4.83,2.41,18.76,5.66,5.05,26.65
1127,2023-04-26,81.77,4.83,2.42,18.84,5.66,5.04,26.51
1128,2023-04-27,81.77,4.83,2.38,17.03,5.66,5.04,26.99
1129,2023-04-28,81.75,4.83,2.41,15.78,5.66,4.99,26.99
1130,2023-04-29,81.75,4.83,2.41,15.78,5.66,4.99,26.99
1131,2023-04-30,81.75,4.83,2.41,15.78,5.66,4.99,26.99
1132,2023-05-01,81.93,4.83,2.41,16.08,5.66,4.99,26.99
1133,2023-05-02,81.78,4.83,2.4,17.78,5.66,5.04,25.14
1134,2023-05-03,81.78,4.83,2.41,18.34,5.66,5.0,25.17
1135,2023-05-04,81.72,4.83,2.41,20.09,5.66,4.98,25.52
1136,2023-05-05,81.73,5.08,2.42,17.19,5.66,4.95,26.32
1137,2023-05-06,81.73,5.08,2.42,17.19,5.66,4.95,26.32
1138,2023-05-07,81.73,5.08,2.42,17.19,5.66,4.95,26.32
1139,2023-05-08,81.8,5.08,2.4,16.98,5.66,5.01,26.09
1140,2023-05-09,82.11,5.08,2.33,17.71,5.66,4.99,26.19
1141,2023-05-10,81.92,5.08,2.35,16.94,5.66,4.94,26.66
1142,2023-05-11,81.92,5.08,2.35,16.94,5.66,4.94,26.66
1143,2023-05-12,81.92,5.08,2.35,16.94,5.66,4.94,26.66
1144,2023-05-13,81.92,5.08,2.35,16.94,5.66,4.94,26.66
1145,2023-05-14,81.92,5.08,2.35,16.94,5.66,4.94,26.66
1146,2023-05-15,81.92,5.08,2.35,16.94,4.7,4.94,26.66
1147,2023-05-16,81.92,5.08,2.35,16.94,4.7,4.94,26.66
1148,2023-05-17,81.92,5.08,2.35,16.94,4.7,4.94,26.66
1149,2023-05-18,81.92,5.08,2.35,16.94,4.7,4.94,26.66
1150,2023-05-19,81.92,5.08,2.35,16.94,4.7,4.94,26.66
1151,2023-05-20,81.92,5.08,2.35,16.94,4.7,4.94,26.66
1152,2023-05-21,81.92,5.08,2.35,16.94,4.7,4.94,26.66
1153,2023-05-22,82.85,5.08,2.44,17.21,4.7,4.97,25.99
1154,2023-05-23,82.88,5.08,2.43,18.53,4.7,4.97,25.81
1155,2023-05-24,82.71,5.08,2.44,20.03,4.7,4.96,25.49
1156,2023-05-25,82.75,5.08,2.44,19.14,4.7,5.04,24.83
1157,2023-05-26,82.56,5.08,2.44,17.95,4.7,4.99,25.37
1158,2023-05-27,82.56,5.08,2.44,17.95,4.7,4.99,25.37
1159,2023-05-28,82.56,5.08,2.44,17.95,4.7,4.99,25.37
1160,2023-05-29,82.59,5.08,2.44,17.46,4.7,5.02,25.37
1161,2023-05-30,82.63,5.08,2.44,17.46,4.7,5.04,25.33
1162,2023-05-31,82.67,5.08,2.46,17.94,4.7,5.06,25.06
1163,2023-06-01,82.3,5.08,2.46,15.65,4.7,5.01,24.88
1164,2023-06-02,82.41,5.08,2.47,14.6,4.7,4.96,24.73
1165,2023-06-03,82.41,5.08,2.47,14.6,4.7,4.96,24.73
1166,2023-06-04,82.41,5.08,2.47,14.6,4.7,4.96,24.73
1167,2023-06-05,82.51,5.08,2.44,14.73,4.7,4.93,24.4
1168,2023-06-06,82.52,5.08,2.44,13.96,4.7,4.91,24.58
1169,2023-06-07,82.52,5.08,2.44,13.96,4.7,4.91,24.58
1170,2023-06-08,82.52,5.08,2.44,13.96,4.7,4.91,24.58
1171,2023-06-09,82.52,5.08,2.44,13.96,4.7,4.91,24.58
1172,2023-06-10,82.52,5.08,2.44,13.96,4.7,4.91,24.58
1173,2023-06-11,82.52,5.08,2.44,13.96,4.7,4.91,24.58
1174,2023-06-12,82.43,5.08,2.44,15.01,4.7,4.86,25.47
1175,2023-06-13,82.29,5.08,2.44,14.61,4.7,4.86,25.16
1176,2023-06-14,82.29,5.08,2.45,13.88,4.25,4.82,25.84
1177,2023-06-15,81.99,5.08,2.47,14.5,4.25,4.81,26.0
1178,2023-06-16,81.91,5.08,2.5,13.54,4.25,4.82,26.43
1179,2023-06-17,81.91,5.08,2.5,13.54,4.25,4.82,26.43
1180,2023-06-18,81.91,5.08,2.5,13.54,4.25,4.82,26.43
1181,2023-06-19,81.98,5.08,2.5,14.19,4.25,4.78,26.43
1182,2023-06-20,81.99,5.08,2.5,13.88,4.25,4.79,26.22
1183,2023-06-21,81.94,5.08,2.56,13.2,4.25,4.76,25.88
1184,2023-06-22,81.95,5.07,2.54,12.19,4.25,4.76,24.93
1185,2023-06-23,81.96,5.07,2.55,13.44,4.25,4.78,24.18
1186,2023-06-24,81.96,5.07,2.55,13.44,4.25,4.78,24.18
1187,2023-06-25,81.96,5.07,2.55,13.44,4.25,4.78,24.18
1188,2023-06-26,82.0,5.07,2.54,14.25,4.25,4.77,23.72
1189,2023-06-27,82.0,5.07,2.54,13.74,4.25,4.81,23.03
1190,2023-06-28,82.03,5.07,2.52,13.43,4.25,4.85,22.57
1191,2023-06-29,82.08,5.07,2.52,13.45,4.25,4.86,22.07
1192,2023-06-30,82.1,5.07,2.51,13.59,4.25,4.79,22.89
1193,2023-07-01,82.1,5.07,2.51,13.59,4.25,4.79,22.89
1194,2023-07-02,82.1,5.07,2.51,13.59,4.25,4.79,22.89
1195,2023-07-03,81.94,5.08,2.29,13.57,4.25,4.81,23.32
1196,2023-07-04,82.01,5.08,2.29,13.7,4.25,4.84,23.32
1197,2023-07-05,82.4,5.08,2.28,14.18,4.25,4.85,23.53
1198,2023-07-06,82.72,5.08,2.29,15.44,4.25,4.92,23.25
1199,2023-07-07,82.65,5.08,2.33,15.97,4.25,4.87,23.53
1200,2023-07-08,82.65,5.08,2.33,15.97,4.25,4.87,23.53
1201,2023-07-09,82.65,5.08,2.33,15.97,4.25,4.87,23.53
1202,2023-07-10,82.5,5.08,2.37,15.07,4.25,4.9,23.44
1203,2023-07-11,82.42,5.08,2.38,14.84,4.25,4.85,23.53
1204,2023-07-12,82.03,5.08,2.37,13.54,4.25,4.82,23.91
1205,2023-07-13,82.03,5.08,2.43,13.61,4.25,4.8,24.01
1206,2023-07-14,82.08,5.08,2.48,13.34,4.81,4.79,24.32
1207,2023-07-15,82.08,5.08,2.48,13.34,4.81,4.79,24.32
1208,2023-07-16,82.08,5.08,2.48,13.34,4.81,4.79,24.32
1209,2023-07-17,82.06,5.08,2.48,13.48,4.81,4.81,23.8
1210,2023-07-18,82.08,5.08,2.49,13.3,4.81,4.81,23.86
1211,2023-07-19,82.06,5.08,2.48,13.76,4.81,4.79,24.21
1212,2023-07-20,82.08,5.08,2.48,13.99,4.81,4.8,24.67
1213,2023-07-21,81.99,5.08,2.48,13.6,4.81,4.8,25.01
1214,2023-07-22,81.99,5.08,2.48,13.6,4.81,4.8,25.01
1215,2023-07-23,81.99,5.08,2.48,13.6,4.81,4.8,25.01
1216,2023-07-24,81.81,5.08,2.49,13.91,4.81,4.73,24.92
1217,2023-07-25,81.95,5.08,2.48,13.81,4.81,4.75,24.69
1218,2023-07-26,81.98,5.08,2.46,13.19,4.81,4.74,24.39
1219,2023-07-27,82.38,5.08,2.45,14.41,4.81,4.74,24.43
1220,2023-07-28,82.26,5.33,2.44,13.33,4.81,4.72,23.92
1221,2023-07-29,82.26,5.33,2.44,13.33,4.81,4.72,23.92
1222,2023-07-30,82.26,5.33,2.44,13.33,4.81,4.72,23.92
1223,2023-07-31,82.25,5.33,2.19,13.63,4.81,4.73,24.11
1224,2023-08-01,82.35,5.33,2.17,13.93,4.81,4.79,24.39
1225,2023-08-02,82.37,5.33,2.15,16.09,4.81,4.81,24.2
1226,2023-08-03,82.78,5.33,2.17,15.92,4.81,4.92,24.02
1227,2023-08-04,82.68,5.33,2.17,17.1,4.81,4.87,23.69
1228,2023-08-05,82.68,5.33,2.17,17.1,4.81,4.87,23.69
1229,2023-08-06,82.68,5.33,2.17,17.1,4.81,4.87,23.69
1230,2023-08-07,82.72,5.33,2.18,15.77,4.81,4.9,23.74
1231,2023-08-08,82.83,5.33,2.19,15.99,4.81,4.9,23.45
1232,2023-08-09,82.84,5.33,2.19,15.96,4.81,4.9,23.71
1233,2023-08-10,82.8,5.33,2.17,15.85,4.81,4.89,23.95
1234,2023-08-11,82.96,5.33,2.17,14.84,4.81,4.91,24.33
1235,2023-08-12,82.96,5.33,2.17,14.84,4.81,4.91,24.33
1236,2023-08-13,82.96,5.33,2.17,14.84,4.81,4.91,24.33
1237,2023-08-14,83.23,5.33,2.16,14.82,4.81,4.96,24.05
1238,2023-08-15,83.39,5.33,2.13,16.46,4.81,4.98,23.77
1239,2023-08-16,83.21,5.33,2.13,16.78,7.44,4.99,24.19
1240,2023-08-17,83.1,5.33,2.12,17.89,7.44,4.98,24.0
1241,2023-08-18,83.19,5.33,2.13,17.3,7.44,4.97,23.76
1242,2023-08-19,83.19,5.33,2.13,17.3,7.44,4.97,23.76
1243,2023-08-20,83.19,5.33,2.13,17.3,7.44,4.97,23.76
1244,2023-08-21,83.12,5.33,2.13,17.13,7.44,4.98,23.4
1245,2023-08-22,83.07,5.33,2.14,16.97,7.44,4.94,23.4
1246,2023-08-23,82.55,5.33,2.15,15.98,7.44,4.85,23.85
1247,2023-08-24,82.59,5.33,2.15,17.2,7.44,4.88,24.29
1248,2023-08-25,82.56,5.33,2.15,15.68,7.44,4.87,24.83
1249,2023-08-26,82.56,5.33,2.15,15.68,7.44,4.87,24.83
1250,2023-08-27,82.56,5.33,2.15,15.68,7.44,4.87,24.83
1251,2023-08-28,82.66,5.33,2.16,15.08,7.44,4.87,25.57
1252,2023-08-29,82.66,5.33,2.16,14.45,7.44,4.86,25.45
1253,2023-08-30,82.76,5.33,2.17,13.88,7.44,4.89,25.34
1254,2023-08-31,82.66,5.33,2.17,13.57,7.44,4.96,25.06
1255,2023-09-01,82.73,5.33,2.27,13.09,7.44,4.95,25.81
1256,2023-09-02,82.73,5.33,2.27,13.09,7.44,4.95,25.81
1257,2023-09-03,82.73,5.33,2.27,13.09,7.44,4.95,25.81
1258,2023-09-04,82.78,5.33,2.27,13.82,7.44,4.94,25.81
1259,2023-09-05,83.18,5.33,2.26,14.01,7.44,4.97,26.65
1260,2023-09-06,83.3,5.33,2.24,14.45,7.44,4.97,26.22
1261,2023-09-07,83.19,5.33,2.26,14.4,7.44,4.98,26.68
1262,2023-09-08,82.99,5.33,2.27,13.84,7.44,4.98,26.31
1263,2023-09-09,82.99,5.33,2.27,13.84,7.44,4.98,26.31
1264,2023-09-10,82.99,5.33,2.27,13.84,7.44,4.98,26.31
1265,2023-09-11,82.98,5.33,2.3,13.8,7.44,4.93,26.4
1266,2023-09-12,82.91,5.33,2.29,14.23,7.44,4.95,26.83
1267,2023-09-13,83.02,5.33,2.38,13.48,7.44,4.92,26.54
1268,2023-09-14,83.1,5.33,2.4,12.82,6.83,4.87,26.98
1269,2023-09-15,83.13,5.33,2.36,13.79,6.83,4.87,26.91
1270,2023-09-16,83.13,5.33,2.36,13.79,6.83,4.87,26.91
1271,2023-09-17,83.13,5.33,2.36,13.79,6.83,4.87,26.91
1272,2023-09-18,83.23,5.33,2.33,14.0,6.83,4.85,27.11
1273,2023-09-19,83.29,5.33,2.31,14.11,6.83,4.87,27.44
1274,2023-09-20,83.07,5.33,2.34,15.14,6.83,4.88,26.79
1275,2023-09-21,83.11,5.33,2.33,17.54,6.83,4.94,26.93
1276,2023-09-22,83.12,5.33,2.35,17.2,6.83,4.94,26.97
1277,2023-09-23,83.12,5.33,2.35,17.2,6.83,4.94,26.97
1278,2023-09-24,83.12,5.33,2.35,17.2,6.83,4.94,26.97
1279,2023-09-25,83.14,5.33,2.35,16.9,6.83,4.96,26.31
1280,2023-09-26,83.31,5.33,2.35,18.94,6.83,4.99,26.02
1281,2023-09-27,83.28,5.33,2.35,18.22,6.83,5.05,26.13
1282,2023-09-28,83.17,5.33,2.35,17.34,6.83,5.03,26.73
1283,2023-09-29,83.18,5.33,2.35,17.52,6.83,5.03,26.27
1284,2023-09-30,83.18,5.33,2.35,17.52,6.83,5.03,26.27
1285,2023-10-01,83.18,5.33,2.35,17.52,6.83,5.03,26.27
1286,2023-10-02,83.26,5.33,2.23,17.61,6.83,5.06,26.27
1287,2023-10-03,83.25,5.33,2.25,19.78,6.83,5.17,25.67
1288,2023-10-04,83.34,5.33,2.24,18.58,6.83,5.16,25.93
1289,2023-10-05,83.32,5.33,2.24,18.49,6.83,5.17,26.16
1290,2023-10-06,83.11,5.33,2.27,17.45,6.83,5.15,26.74
1291,2023-10-07,83.11,5.33,2.27,17.45,6.83,5.15,26.74
1292,2023-10-08,83.11,5.33,2.27,17.45,6.83,5.15,26.74
1293,2023-10-09,83.32,5.33,2.28,17.7,6.83,5.13,27.18
1294,2023-10-10,83.22,5.33,2.3,17.03,6.83,5.05,27.05
1295,2023-10-11,83.21,5.33,2.25,16.09,6.83,5.05,26.4
1296,2023-10-12,83.3,5.33,2.25,16.69,6.83,5.05,26.35
1297,2023-10-13,83.35,5.33,2.28,19.32,6.83,5.08,27.03
1298,2023-10-14,83.35,5.33,2.28,19.32,6.83,5.08,27.03
1299,2023-10-15,83.35,5.33,2.28,19.32,6.83,5.08,27.03
1300,2023-10-16,83.2,5.33,2.26,17.21,5.02,5.04,27.05
1301,2023-10-17,83.28,5.33,2.27,17.88,5.02,5.04,27.49
1302,2023-10-18,83.29,5.33,2.31,19.22,5.02,5.06,27.48
1303,2023-10-19,83.19,5.33,2.33,21.4,5.02,5.06,27.29
1304,2023-10-20,83.26,5.33,2.34,21.4,5.02,5.04,26.85
1305,2023-10-21,83.26,5.33,2.34,21.4,5.02,5.04,26.85
1306,2023-10-22,83.26,5.33,2.34,21.4,5.02,5.04,26.85
1307,2023-10-23,83.09,5.33,2.31,20.37,5.02,5.01,27.48
1308,2023-10-24,83.01,5.33,2.3,18.97,5.02,4.99,27.53
1309,2023-10-25,83.18,5.33,2.29,20.19,5.02,5.0,27.63
1310,2023-10-26,83.34,5.33,2.29,20.68,5.02,4.99,27.04
1311,2023-10-27,83.4,5.33,2.29,21.27,5.02,5.02,27.34
1312,2023-10-28,83.4,5.33,2.29,21.27,5.02,5.02,27.34
1313,2023-10-29,83.4,5.33,2.29,21.27,5.02,5.02,27.34
1314,2023-10-30,83.3,5.33,2.29,19.75,5.02,5.04,26.75
1315,2023-10-31,83.34,5.33,2.27,18.14,5.02,5.04,27.09
1316,2023-11-01,83.27,5.33,1.86,16.87,5.02,4.96,27.51
1317,2023-11-02,83.3,5.33,1.85,15.66,5.02,4.95,27.48
1318,2023-11-03,83.17,5.33,1.92,14.91,5.02,4.9,27.77
1319,2023-11-04,83.17,5.33,1.92,14.91,5.02,4.9,27.77
1320,2023-11-05,83.17,5.33,1.92,14.91,5.02,4.9,27.77
1321,2023-11-06,83.23,5.33,1.84,14.89,5.02,4.88,27.95
1322,2023-11-07,83.24,5.33,1.81,14.81,5.02,4.87,27.59
1323,2023-11-08,83.27,5.33,1.89,14.45,5.02,4.91,27.21
1324,2023-11-09,83.27,5.33,1.87,15.29,5.02,4.94,27.78
1325,2023-11-10,83.3,5.33,1.86,14.17,5.02,4.91,27.29
1326,2023-11-11,83.3,5.33,1.86,14.17,5.02,4.91,27.29
1327,2023-11-12,83.3,5.33,1.86,14.17,5.02,4.91,27.29
1328,2023-11-13,83.12,5.33,1.88,14.76,5.02,4.91,27.71
1329,2023-11-14,82.97,5.33,1.88,14.16,5.02,4.87,27.18
1330,2023-11-15,83.18,5.33,1.89,14.18,5.02,4.86,27.15
1331,2023-11-16,83.22,5.33,1.89,14.32,4.87,4.86,27.19
1332,2023-11-17,83.29,5.33,1.88,13.8,4.87,4.91,27.18
1333,2023-11-18,83.29,5.33,1.88,13.8,4.87,4.91,27.18
1334,2023-11-19,83.29,5.33,1.88,13.8,4.87,4.91,27.18
1335,2023-11-20,83.36,5.33,1.81,13.41,4.87,4.85,27.56
1336,2023-11-21,83.34,5.33,1.8,13.35,4.87,4.9,27.75
1337,2023-11-22,83.31,5.33,1.79,12.85,4.87,4.91,27.22
1338,2023-11-23,83.34,5.33,1.79,12.8,4.87,4.9,27.22
1339,2023-11-24,83.34,5.33,1.77,12.46,4.87,4.9,26.98
1340,2023-11-25,83.34,5.33,1.77,12.46,4.87,4.9,26.98
1341,2023-11-26,83.34,5.33,1.77,12.46,4.87,4.9,26.98
1342,2023-11-27,83.36,5.33,1.75,12.69,4.87,4.9,27.2
1343,2023-11-28,83.37,5.33,1.74,12.69,4.87,4.87,26.99
1344,2023-11-29,83.35,5.33,1.75,12.98,4.87,4.9,26.86
1345,2023-11-30,83.42,5.33,1.79,12.92,4.87,4.92,26.04
1346,2023-12-01,83.42,5.33,1.79,12.92,4.87,4.92,26.04
1347,2023-12-02,83.42,5.33,1.79,12.92,4.87,4.92,26.04
1348,2023-12-03,83.42,5.33,1.79,12.92,4.87,4.92,26.04
1349,2023-12-04,83.42,5.33,1.79,12.92,4.87,4.92,26.04
1350,2023-12-05,83.39,5.33,1.75,12.85,4.87,4.93,24.96
1351,2023-12-06,83.35,5.33,1.73,12.97,4.87,4.9,23.0
1352,2023-12-07,83.4,5.33,1.72,13.06,4.87,4.91,23.03
1353,2023-12-08,83.43,5.33,1.73,12.35,4.87,4.93,23.36
1354,2023-12-09,83.43,5.33,1.73,12.35,4.87,4.93,23.36
1355,2023-12-10,83.43,5.33,1.73,12.35,4.87,4.93,23.36
1356,2023-12-11,83.35,5.33,1.71,12.63,4.87,4.94,22.47
1357,2023-12-12,83.39,5.33,1.7,12.07,4.87,4.96,22.59
1358,2023-12-13,83.26,5.33,1.68,12.19,4.87,4.92,21.97
1359,2023-12-14,83.3,5.33,1.68,12.48,4.87,4.92,22.18
1360,2023-12-15,83.01,5.33,1.69,12.28,4.87,4.94,21.99
1361,2023-12-16,83.01,5.33,1.69,12.28,4.87,4.94,21.99
1362,2023-12-17,83.01,5.33,1.69,12.28,4.87,4.94,21.99
1363,2023-12-18,83.16,5.33,1.68,12.56,5.55,4.9,21.31
1364,2023-12-19,83.16,5.33,1.67,12.53,5.55,4.87,21.43
1365,2023-12-20,83.2,5.33,1.66,13.67,5.55,4.92,20.92
1366,2023-12-21,83.22,5.33,1.67,13.65,5.55,4.88,20.24
1367,2023-12-22,83.31,5.33,1.67,13.03,5.55,4.86,20.62
1368,2023-12-23,83.31,5.33,1.67,13.03,5.55,4.86,20.62
1369,2023-12-24,83.31,5.33,1.67,13.03,5.55,4.86,20.62
1370,2023-12-25,83.31,5.33,1.67,13.03,5.55,4.86,20.62
1371,2023-12-26,83.22,5.33,1.67,12.99,5.55,4.82,20.53
1372,2023-12-27,83.3,5.33,1.68,12.43,5.55,4.83,20.6
1373,2023-12-28,83.17,5.33,1.59,12.47,5.55,4.85,21.76
1374,2023-12-29,83.19,5.33,1.58,12.49,5.55,4.85,20.58
1375,2023-12-30,83.19,5.33,1.58,12.49,5.55,4.85,20.58
1376,2023-12-31,83.19,5.33,1.58,12.49,5.55,4.85,20.58
1377,2024-01-01,83.19,5.34,1.58,12.45,5.55,4.85,20.58
1378,2024-01-02,83.26,5.33,1.52,13.2,5.55,4.92,20.9
1379,2024-01-03,83.29,5.33,1.53,14.04,5.55,4.92,20.85
1380,2024-01-04,83.25,5.33,1.56,14.13,5.55,4.9,21.08
1381,2024-01-05,83.11,5.33,1.58,13.35,5.55,4.88,21.11
1382,2024-01-06,83.11,5.33,1.58,13.35,5.55,4.88,21.11
1383,2024-01-07,83.11,5.33,1.58,13.35,5.55,4.88,21.11
1384,2024-01-08,83.04,5.33,1.58,13.08,5.55,4.87,21.74
1385,2024-01-09,83.12,5.33,1.62,12.76,5.55,4.91,21.7
1386,2024-01-10,83.03,5.33,1.58,12.69,5.55,4.89,21.41
1387,2024-01-11,83.08,5.33,1.58,12.44,5.55,4.87,21.76
1388,2024-01-12,82.86,5.33,1.58,12.7,5.55,4.85,21.61
1389,2024-01-13,82.86,5.33,1.58,12.7,5.55,4.85,21.61
1390,2024-01-14,82.86,5.33,1.58,12.7,5.55,4.85,21.61
1391,2024-01-15,82.83,5.33,1.58,13.25,5.55,4.86,21.61
1392,2024-01-16,83.07,5.33,1.61,13.84,5.69,4.93,22.52
1393,2024-01-17,83.17,5.33,1.57,14.79,5.69,4.94,22.35
1394,2024-01-18,83.14,5.33,1.58,14.13,5.69,4.93,23.04
1395,2024-01-19,83.11,5.33,1.59,13.3,5.69,4.93,23.57
1396,2024-01-20,83.11,5.33,1.59,13.3,5.69,4.93,23.57
1397,2024-01-21,83.11,5.33,1.59,13.3,5.69,4.93,23.57
1398,2024-01-22,83.12,5.33,1.59,13.19,5.69,4.99,23.5
1399,2024-01-23,83.17,5.33,1.59,12.55,5.69,4.95,23.75
1400,2024-01-24,83.15,5.33,1.59,13.14,5.69,4.93,24.46
1401,2024-01-25,83.12,5.33,1.58,13.45,5.69,4.92,24.04
1402,2024-01-26,83.12,5.33,1.59,13.26,5.69,4.92,23.77
1403,2024-01-27,83.12,5.33,1.59,13.26,5.69,4.92,23.77
1404,2024-01-28,83.12,5.33,1.59,13.26,5.69,4.92,23.77
1405,2024-01-29,83.14,5.33,1.59,13.6,5.69,4.95,23.53
1406,2024-01-30,83.11,5.33,1.59,13.31,5.69,4.95,23.91
1407,2024-01-31,83.08,5.33,1.59,14.35,5.69,4.95,24.13
1408,2024-02-01,82.93,5.33,1.61,13.88,5.69,4.92,23.56
1409,2024-02-02,83.01,5.33,1.58,13.85,5.69,4.97,23.89
1410,2024-02-03,83.01,5.33,1.58,13.85,5.69,4.97,23.89
1411,2024-02-04,83.01,5.33,1.58,13.85,5.69,4.97,23.89
1412,2024-02-05,83.04,5.33,1.57,13.67,5.69,4.99,23.53
1413,2024-02-06,83.07,5.33,1.57,13.06,5.69,4.96,23.56
1414,2024-02-07,82.98,5.33,1.57,12.83,5.69,4.97,23.88
1415,2024-02-08,82.98,5.33,1.58,12.79,5.69,4.99,23.98
1416,2024-02-09,83.01,5.33,1.59,12.93,5.69,4.95,24.02
1417,2024-02-10,83.01,5.33,1.59,12.93,5.69,4.95,24.02
1418,2024-02-11,83.01,5.33,1.59,12.93,5.69,4.95,24.02
1419,2024-02-12,82.98,5.33,1.58,13.93,5.69,4.95,23.56
1420,2024-02-13,83.1,5.33,1.56,15.85,5.1,4.95,23.3
1421,2024-02-14,83.03,5.33,1.54,14.38,5.1,4.97,23.37
1422,2024-02-15,82.99,5.33,1.51,14.01,5.1,4.97,22.82
1423,2024-02-16,83.01,5.33,1.51,14.24,5.1,4.97,23.08
1424,2024-02-17,83.01,5.33,1.51,14.24,5.1,4.97,23.08
1425,2024-02-18,83.01,5.33,1.51,14.24,5.1,4.97,23.08
1426,2024-02-19,83.02,5.33,1.51,14.71,5.1,4.96,23.08
1427,2024-02-20,82.89,5.33,1.51,15.42,5.1,4.93,22.75
1428,2024-02-21,82.93,5.33,1.51,15.34,5.1,4.94,22.77
1429,2024-02-22,82.86,5.33,1.51,14.54,5.1,4.96,22.83
1430,2024-02-23,82.88,5.33,1.51,13.79,5.1,4.99,22.62
1431,2024-02-24,82.88,5.33,1.51,13.79,5.1,4.99,22.62
1432,2024-02-25,82.88,5.33,1.51,13.79,5.1,4.99,22.62
1433,2024-02-26,82.88,5.33,1.51,13.74,5.1,4.98,23.15
1434,2024-02-27,82.91,5.33,1.5,13.43,5.1,4.93,23.84
1435,2024-02-28,82.91,5.33,1.5,13.43,5.1,4.93,23.84
1436,2024-02-29,82.9,5.33,1.5,13.4,5.1,4.97,22.58
1437,2024-03-01,82.84,5.33,1.48,13.11,5.1,4.96,22.58
